idx|::|node_id|::|title|::|authors|::|date|::|arxiv_uri
62|::|9211321|::|Two--Loop Anomalous Dimension Matrix for $ΔS=1$ Weak Non-Leptonic Decays II: ${\cal O}(α_e α_s)$|::|Andrzej J. Buras;Matthias Jamin;Markus E. Lautenbacher|::|1992-11-26T12:39:54+00:00|::|http://arxiv.org/abs/hep-ph/9211321v1
63|::|9212203|::|$ε^{\prime}/ε$ at the next-to-leading order in QCD and QED|::|M. Ciuchini;E. Franco;G. Martinelli;L. Reina|::|1992-12-01T22:24:05+00:00|::|http://arxiv.org/abs/hep-ph/9212203v1
64|::|9303284|::|The Anatomy of $\varepsilon'/\varepsilon$ Beyond Leading Logarithms with Improved Hadronic Matrix Elements|::|Andrzej J. Buras;Matthias Jamin;Markus E. Lautenbacher|::|1993-03-19T08:53:27+00:00|::|http://arxiv.org/abs/hep-ph/9303284v1
65|::|9304257|::|The $ΔS=1$ Effective Hamiltonian Including Next-to-Leading Order QCD and QED Corrections|::|M. Ciuchini;E. Franco;G. Martinelli;L. Reina|::|1993-04-15T16:31:44+00:00|::|http://arxiv.org/abs/hep-ph/9304257v1
66|::|9406263|::|Quark Masses from Lattice QCD at the Next-to-Leading Order|::|C. R. Allton;M. Ciuchini;M. Crisafulli;E. Franco;V. Lubicz;G. Martinelli|::|1994-06-09T13:48:11+00:00|::|http://arxiv.org/abs/hep-ph/9406263v2
67|::|1113|::|Weak form factors for heavy meson decays: an update|::|D. Melikhov;B. Stech|::|2000-01-13T15:03:41+00:00|::|http://arxiv.org/abs/hep-ph/0001113v3
68|::|1297|::|Predictions on $B \to π\bar{l} ν_l$, $D \to π\bar{l} ν_l$ and $D\to K \bar{l} ν_l$ from QCD Light-Cone Sum Rules|::|A. Khodjamirian;R. Rückl;S. Weinzierl;C. W. Winhart;O. Yakovlev|::|2000-01-28T16:12:59+00:00|::|http://arxiv.org/abs/hep-ph/0001297v2
69|::|2227|::|Weak Phase $γ$ and Strong Phase $δ$ from CP Averaged $B\to ππ$ and $πK$ Decays|::|Yue-Liang Wu;Yu-Feng Zhou|::|2000-02-22T02:44:32+00:00|::|http://arxiv.org/abs/hep-ph/0002227v3
70|::|3323|::|Constraints on the CKM Angle $γ$ and Strong Phases from $B\toπK$ Decays|::|Andrzej J. Buras;Robert Fleischer|::|2000-03-31T15:34:44+00:00|::|http://arxiv.org/abs/hep-ph/0003323v1
71|::|4004|::|Fat penguins and imaginary penguins in perturbative QCD|::|Yong-Yeon Keum;Hsiang-nan Li;A. I. Sanda|::|2000-04-01T07:26:36+00:00|::|http://arxiv.org/abs/hep-ph/0004004v3
72|::|4173|::|Penguin Enhancement and $B\to Kπ$ decays in perturbative QCD|::|Y. -Y. Keum;H. -n. Li;A. I. Sanda|::|2000-04-18T08:32:27+00:00|::|http://arxiv.org/abs/hep-ph/0004173v1
73|::|4213|::|Branching Ratio and CP Violation of B to pi pi Decays in Perturbative QCD Approach|::|C. D. Lu;K. Ukai;M. Z. Yang|::|2000-04-24T07:20:24+00:00|::|http://arxiv.org/abs/hep-ph/0004213v3
74|::|5006|::|Analysis of the Decays B-> ππand πK with QCD Factorization in the Heavy Quark Limit|::|Du Dongsheng;Yang Deshan;Zhu Guohuai|::|2000-04-30T12:52:23+00:00|::|http://arxiv.org/abs/hep-ph/0005006v2
75|::|6001|::|Nonleptonic charmless B decays: factorization vs perturbative QCD|::|Yong-Yeon Keum;Hsiang-nan Li|::|2000-06-01T05:54:44+00:00|::|http://arxiv.org/abs/hep-ph/0006001v1
76|::|6022|::|$B\to ππ, K π$ Decays in QCD Improved Factorization Approach|::|Taizo Muta;Akio Sugamoto;Mao-Zhi Yang;Ya-Dong Yang|::|2000-06-02T09:17:43+00:00|::|http://arxiv.org/abs/hep-ph/0006022v2
77|::|6124|::|QCD factorization for exclusive, non-leptonic B meson decays: General arguments and the case of heavy-light final states|::|M. Beneke;G. Buchalla;M. Neubert;C. T. Sachrajda|::|2000-06-13T06:07:04+00:00|::|http://arxiv.org/abs/hep-ph/0006124v1
78|::|6225|::|The interplay between Weak and Strong Phases and Direct CP Violation from the Charmless B-meson Decays|::|Y. F. Zhou;Y. L. Wu;J. N. Ng;C. Q. Geng|::|2000-06-20T02:16:47+00:00|::|http://arxiv.org/abs/hep-ph/0006225v2
79|::|6351|::|Final state interaction and $B\to KK$ decays in perturbative QCD|::|Chuan-Hung Chen;Hsiang-nan Li|::|2000-06-30T13:16:10+00:00|::|http://arxiv.org/abs/hep-ph/0006351v1
80|::|6357|::|CP Violation in Exclusive B Decays: Recoil Phase Effect|::|B. F. L. Ward|::|2000-06-30T20:04:09+00:00|::|http://arxiv.org/abs/hep-ph/0006357v4
81|::|7038|::|B ->PV Decays in the QCD Improved Factorization Approach|::|Mao-Zhi Yang;Ya-Dong Yang|::|2000-07-05T06:38:19+00:00|::|http://arxiv.org/abs/hep-ph/0007038v2
82|::|7136|::|Final-state Rescattering Effects on B_d-->ππDecays and CP Violation|::|Zhi-zhong Xing|::|2000-07-13T13:41:42+00:00|::|http://arxiv.org/abs/hep-ph/0007136v2
83|::|7256|::|QCD factorization for $B\toπK$ decays|::|M. Beneke;G. Buchalla;M. Neubert;C. T. Sachrajda|::|2000-07-24T11:12:26+00:00|::|http://arxiv.org/abs/hep-ph/0007256v1
84|::|7360|::|Implications of a Low sin(2 beta): A Strategy for Exploring New Flavor Physics|::|Alexander L. Kagan;Matthias Neubert|::|2000-07-31T17:26:52+00:00|::|http://arxiv.org/abs/hep-ph/0007360v1
85|::|8004|::|Implications of the possibility that sin(2 beta) is small|::|Joao P. Silva;Lincoln Wolfenstein|::|2000-08-01T08:21:36+00:00|::|http://arxiv.org/abs/hep-ph/0008004v1
86|::|8009|::|Implications of a Small CP Asymmetry in B->ψK_S|::|Galit Eyal;Yosef Nir;Gilad Perez|::|2000-08-01T12:46:38+00:00|::|http://arxiv.org/abs/hep-ph/0008009v1
87|::|8018|::|Possible Implications of Small or Large CP Violation in B^0_d vs \bar{B}^0_d --> J/ψK_S Decays|::|Zhi-zhong Xing|::|2000-08-02T16:12:48+00:00|::|http://arxiv.org/abs/hep-ph/0008018v2
88|::|8159|::|$B\to φK$ and $B\to φX_s$ in the Heavy Quark Limit|::|Xiao-Gang He;J. P. Ma;Chung-Yi Wu|::|2000-08-16T01:58:14+00:00|::|http://arxiv.org/abs/hep-ph/0008159v2
89|::|8216|::|QCD Factorization For B Decays To Two Light Pseudoscalars Including Chirally Enhanced Corrections|::|Dongsheng Du;Deshan Yang;Guohuai Zhu|::|2000-08-21T04:59:25+00:00|::|http://arxiv.org/abs/hep-ph/0008216v3
90|::|8255|::|Symmetry-breaking corrections to heavy-to-light B meson form factors at large recoil|::|M. Beneke;Th. Feldmann|::|2000-08-24T10:28:39+00:00|::|http://arxiv.org/abs/hep-ph/0008255v2
91|::|8273|::|A Lower Bound on sin 2βfrom Minimal Flavour Violation|::|Andrzej J. Buras;Robert Buras|::|2000-08-25T14:35:25+00:00|::|http://arxiv.org/abs/hep-ph/0008273v1
92|::|9042|::|Enhanced Direct CP Violation in $B^{\pm} \to ρ^{0} π^{\pm}$|::|X. -H. Guo;O. Leitner;A. W. Thomas|::|2000-09-05T00:19:01+00:00|::|http://arxiv.org/abs/hep-ph/0009042v1
93|::|9054|::|Contribution of Inelastic Rescatterring to $B \to ππ, K \bar{K}$ Decays|::|P. Zenczykowski|::|2000-09-05T13:47:38+00:00|::|http://arxiv.org/abs/hep-ph/0009054v1
94|::|9210|::|Analysis of $B \to Kπ$ decays with small elastic final state interactions|::|Claudia Isola;T. N. Pham|::|2000-09-18T15:01:29+00:00|::|http://arxiv.org/abs/hep-ph/0009210v2
95|::|11238|::|$B\to πρ$, $πω$ Decays in Perturbative QCD Approach|::|Cai-Dian Lü;Mao-Zhi Yang|::|2000-11-20T09:58:47+00:00|::|http://arxiv.org/abs/hep-ph/0011238v2
96|::|11358|::|Non-factorizable contributions in B decays revisited|::|K. Terasaki|::|2000-11-29T03:33:51+00:00|::|http://arxiv.org/abs/hep-ph/0011358v1
97|::|12152|::|Analysis of B-> φK Decays in QCD Factorization|::|Hai-Yang Cheng;Kwei-Chou Yang|::|2000-12-13T16:18:48+00:00|::|http://arxiv.org/abs/hep-ph/0012152v3
98|::|12208|::|Revisiting Charmless Two-Body B Decays involving $η^{\prime}$ and $η$|::|Mao-Zhi Yang;Ya-Dong Yang|::|2000-12-17T18:30:28+00:00|::|http://arxiv.org/abs/hep-ph/0012208v3
99|::|12271|::|$B \to ππ$ Decay in QCD|::|Alexander Khodjamirian|::|2000-12-20T13:43:06+00:00|::|http://arxiv.org/abs/hep-ph/0012271v2
100|::|101118|::|Charming penguin contributions to B => K π|::|C. Isola;M. Ladisa;G. Nardulli;T. N. Pham;P. Santorelli|::|2001-01-11T17:25:32+00:00|::|http://arxiv.org/abs/hep-ph/0101118v2
101|::|101190|::|Renormalon Analysis of Heavy-Light Exclusive B Decays|::|Craig N. Burrell;Alexander R. Williamson|::|2001-01-17T05:11:59+00:00|::|http://arxiv.org/abs/hep-ph/0101190v1
102|::|102012|::|Factorization and hadronic B decays in the heavy quark limit|::|W. N. Cottingham;I. B. Whittingham;N. de Groot;F. Wilson|::|2001-02-02T06:07:29+00:00|::|http://arxiv.org/abs/hep-ph/0102012v3
103|::|102077|::|Infrared Divergence and Twist-3 Distribution Amplitudes in QCD Factorization For $B \to PP$|::|Dongsheng Du;Deshan Yang;Guohuai Zhu|::|2001-02-07T08:59:26+00:00|::|http://arxiv.org/abs/hep-ph/0102077v3
104|::|102219|::|Asymptotics of QCD Factorization in Exclusive Hadronic Decays of B Mesons|::|Thomas Becher;Matthias Neubert;Ben D. Pecjak|::|2001-02-17T21:36:16+00:00|::|http://arxiv.org/abs/hep-ph/0102219v1
105|::|103020|::|Comment on studying the corrections to factorization in B -> D(*) X|::|Zoltan Ligeti;Michael Luke;Mark B. Wise|::|2001-03-01T22:11:22+00:00|::|http://arxiv.org/abs/hep-ph/0103020v2
106|::|103211|::|QCD factorization for B -> PP|::|Dongsheng Du;Deshan Yang;Guohuai Zhu|::|2001-03-20T09:02:08+00:00|::|http://arxiv.org/abs/hep-ph/0103211v2
107|::|104018|::|Penguin Contractions and Factorization in B -> K pi Decays|::|M. Ciuchini;E. Franco;G. Martinelli;M. Pierini;L. Silvestrini|::|2001-04-02T14:54:30+00:00|::|http://arxiv.org/abs/hep-ph/0104018v1
108|::|9309283|::|Determining the Penguin Effect on CP Violation in $B^0 \rightarrow π^+ π^-$|::|Joao P. Silva;L. Wolfenstein|::|1993-09-17T20:59:49+00:00|::|http://arxiv.org/abs/hep-ph/9309283v1
109|::|9404282|::|Weak Coupling Phase from Decays of Charged B Mesons to $πK$ and $ππ$|::|Michael Gronau;Jonathan L. Rosner;David London|::|1994-04-18T16:31:24+00:00|::|http://arxiv.org/abs/hep-ph/9404282v1
110|::|9408404|::|Isospin Structure of Penguins And Their Consequences in $B$ Physics|::|N. G. Deshpande;Xiao-Gang He|::|1994-08-31T19:44:22+00:00|::|http://arxiv.org/abs/hep-ph/9408404v2
111|::|9411308|::|Perturbative QCD Analysis of $B$ Meson Decays|::|Hsiang-nan Li;Hoi-Lai Yu|::|1994-11-16T21:17:06+00:00|::|http://arxiv.org/abs/hep-ph/9411308v1
112|::|9509204|::|Strategies for Fixing the CKM-angle $γ$ and Obtaining Experimental Insights into the World of Electroweak Penguins|::|Robert Fleischer|::|1995-09-01T12:26:05+00:00|::|http://arxiv.org/abs/hep-ph/9509204v1
113|::|9607366|::|Asymptotics of Heavy-Meson Form Factors|::|Andrey G. Grozin;Matthias Neubert|::|1996-07-18T09:08:38+00:00|::|http://arxiv.org/abs/hep-ph/9607366v1
114|::|9607447|::|$K\toπν\barν$ and High Precision Determinations of the CKM Matrix|::|Gerhard Buchalla;Andrzej J. Buras|::|1996-07-26T20:52:00+00:00|::|http://arxiv.org/abs/hep-ph/9607447v1
115|::|9703353|::|Charming Penguins in B decays|::|M. Ciuchini;E. Franco;G. Martinelli;L. Silvestrini|::|1997-03-18T12:39:46+00:00|::|http://arxiv.org/abs/hep-ph/9703353v1
116|::|9704423|::|Constraining the CKM angle $γ$ and penguin contributions through combined $B \to πK$ branching ratios|::|Robert Fleischer;Thomas Mannel|::|1997-04-28T16:27:48+00:00|::|http://arxiv.org/abs/hep-ph/9704423v1
117|::|9705292|::|Non-Leptonic Weak Decays of B Mesons|::|Matthias Neubert;Berthold Stech|::|1997-05-12T13:04:43+00:00|::|http://arxiv.org/abs/hep-ph/9705292v2
118|::|9707251|::|An analysis of two-body non-leptonic B decays involving light mesons in the standard model|::|A. Ali;C. Greub|::|1997-07-05T12:22:59+00:00|::|http://arxiv.org/abs/hep-ph/9707251v2
119|::|9712225|::|Final State Interactions and New Physics in B -> pi K Decays|::|Adam F. Falk;Alexander L. Kagan;Yosef Nir;Alexey A. Petrov|::|1997-12-01T21:39:50+00:00|::|http://arxiv.org/abs/hep-ph/9712225v2
120|::|9712306|::|Bounding the effect of penguin diagrams in $a_{CP}(B^0 \to π^+π^-)$|::|Yuval Grossman;Helen R. Quinn|::|1997-12-08T22:14:36+00:00|::|http://arxiv.org/abs/hep-ph/9712306v1
121|::|9801443|::|QCD Sum Rules for Exclusive Decays of Heavy Mesons|::|A. Khodjamirian;R. Rückl|::|1998-01-29T17:44:55+00:00|::|http://arxiv.org/abs/hep-ph/9801443v1
122|::|9802394|::|B->pi and B->K Transitions from QCD Sum Rules on the Light-Cone|::|Patricia Ball|::|1998-02-23T16:57:14+00:00|::|http://arxiv.org/abs/hep-ph/9802394v2
123|::|9802433|::|Rescattering and Electroweak Penguin Effects in Strategies to Constrain and Determine the CKM Angle $γ$ from $B\toπK$ Decays|::|Robert Fleischer|::|1998-02-26T14:26:04+00:00|::|http://arxiv.org/abs/hep-ph/9802433v1
124|::|9804363|::|Experimental Tests of Factorization in Charmless Non-Leptonic Two-Body B Decays|::|A. Ali;G. Kramer;C. D. Lu|::|1998-04-22T15:34:36+00:00|::|http://arxiv.org/abs/hep-ph/9804363v1
125|::|9805403|::|CP-Violating Asymmetries in Charmless Non-Leptonic Decays $B \to PP, PV, VV$ in the Factorization Approach|::|A. Ali;G. Kramer;C. D. Lu|::|1998-05-20T21:40:33+00:00|::|http://arxiv.org/abs/hep-ph/9805403v1
126|::|9806468|::|Taming the Penguin in the B0(t) -> Pi+Pi- CP-asymmetry: Observables and Minimal Theoretical Input|::|Jérôme Charles|::|1998-06-24T16:30:44+00:00|::|http://arxiv.org/abs/hep-ph/9806468v2
127|::|9808493|::|New Bound on gamma from B^+- -> pi K Decays|::|M. Neubert;J. L. Rosner|::|1998-08-31T17:03:23+00:00|::|http://arxiv.org/abs/hep-ph/9808493v2
128|::|9809311|::|Determination of the Weak Phase gamma from Rate Measurements in B^+- -> pi K, pi pi Decays|::|Matthias Neubert;Jonathan L. Rosner|::|1998-09-09T15:32:34+00:00|::|http://arxiv.org/abs/hep-ph/9809311v2
129|::|9809384|::|Combining CP Asymmetries in $B \to K π$ Decays|::|Michael Gronau;Jonathan L. Rosner|::|1998-09-14T22:55:33+00:00|::|http://arxiv.org/abs/hep-ph/9809384v3
130|::|9810260|::|A General Analysis of $γ$ Determinations from $B\toπK$ Decays|::|Andrzej J. Buras;Robert Fleischer|::|1998-10-06T13:03:12+00:00|::|http://arxiv.org/abs/hep-ph/9810260v1
131|::|9810438|::|Sudakov suppression in the soft heavy to light meson transition form factor|::|Adam P. Szczepaniak;Anatoly Radyushkin|::|1998-10-21T18:18:52+00:00|::|http://arxiv.org/abs/hep-ph/9810438v2
132|::|9812396|::|Model-Independent Analysis of B -> pi K Decays and Bounds on the Weak Phase gamma|::|Matthias Neubert|::|1998-12-16T18:19:36+00:00|::|http://arxiv.org/abs/hep-ph/9812396v1
133|::|9903456|::|New Strategies to Extract $β$ and $γ$ from $B_d\to π^+ π^-$ and $B_s\to K^+ K^-$|::|Robert Fleischer|::|1999-03-23T10:34:25+00:00|::|http://arxiv.org/abs/hep-ph/9903456v1
134|::|9903535|::|Profiles of the Unitarity Triangle and CP-Violating Phases in the Standard Model and Supersymmetric Theories|::|A. Ali;D. London|::|1999-03-30T21:35:58+00:00|::|http://arxiv.org/abs/hep-ph/9903535v2
135|::|9905312|::|QCD Factorization for $B\toππ$ Decays: Strong Phases and CP Violation in the Heavy Quark Limit|::|M. Beneke;G. Buchalla;M. Neubert;C. T. Sachrajda|::|1999-05-11T23:16:38+00:00|::|http://arxiv.org/abs/hep-ph/9905312v1
136|::|9909564|::|Model-independent information on gamma from B^+- -> pi K Decays|::|Matthias Neubert|::|1999-09-30T03:52:25+00:00|::|http://arxiv.org/abs/hep-ph/9909564v1
137|::|9910291|::|Implications of Recent Measurements of Hadronic Charmless B Decays|::|Hai-Yang Cheng;Kwei-Chou Yang|::|1999-10-11T02:48:35+00:00|::|http://arxiv.org/abs/hep-ph/9910291v2
138|::|9911250|::|Electroweak Penguin Contributions to Non-Leptonic Delta F = 1 Decays at NNLO|::|A. J. Buras;P. Gambino;U. Haisch|::|1999-11-05T13:35:47+00:00|::|http://arxiv.org/abs/hep-ph/9911250v2
139|::|9911427|::|Radiative leptonic decays of B mesons in QCD|::|Gregory P. Korchemsky;Dan Pirjol;Tung-Mow Yan|::|1999-11-22T21:44:38+00:00|::|http://arxiv.org/abs/hep-ph/9911427v3
140|::|9911528|::|Possibility of Large Final State Interaction Phases in Light of B \to Kπand ππData|::|Wei-Shu Hou;Kwei-Chou Yang|::|1999-11-30T11:23:49+00:00|::|http://arxiv.org/abs/hep-ph/9911528v3
141|::|9512388|::|Predictions From A U(2) Flavour Symmetry In Supersymmetric Theories|::|Riccardo Barbieri;George Dvali;Lawrence Hall|::|1995-12-21T04:08:44+00:00|::|http://arxiv.org/abs/hep-ph/9512388v1
142|::|9702315|::|Consequences of a U(2) Flavour Symmetry|::|Riccardo Barbieri;Lawrence J. Hall;Andrea Romanino|::|1997-02-12T17:40:16+00:00|::|http://arxiv.org/abs/hep-ph/9702315v1
143|::|9704402|::|CP violation in B decays and supersymmetry|::|Riccardo Barbieri;Alessandro Strumia|::|1997-04-24T15:51:57+00:00|::|http://arxiv.org/abs/hep-ph/9704402v2
144|::|9707225|::|QCD Corrections to Flavor-Changing Neutral Currents in the Supersymmetric Standard Model|::|Jonathan A. Bagger;Konstantin T. Matchev;Ren-Jie Zhang|::|1997-07-02T19:21:06+00:00|::|http://arxiv.org/abs/hep-ph/9707225v3
145|::|9709328|::|B Mixing on the Lattice: $f_B$, $f_{B_s}$ and Related Quantities|::|C. Bernard;T. Blum;T. DeGrand;C. DeTar;Steven Gottlieb;U. M. Heller;J. Hetrick;C. McNeile;K. Rummukainen;R. Sugar;D. Toussaint;M. Wingate|::|1997-09-12T14:45:57+00:00|::|http://arxiv.org/abs/hep-ph/9709328v1
146|::|9207214|::|Nonperturbative Corrections to Inclusive Beauty and Charm Decays: QCD versus Phenomenological Models|::|I. I. Bigi;N. G. Uraltsev;A. I. Vainshtein|::|1992-07-04T01:06:35+00:00|::|http://arxiv.org/abs/hep-ph/9207214v1
147|::|9207222|::|Two Photon Contribution to Polarization in $K^+ \rightarrow π^+ μ^+ μ^-$|::|Ming Lu;Mark B. Wise;Martin J. Savage|::|1992-07-08T17:39:19+00:00|::|http://arxiv.org/abs/hep-ph/9207222v1
148|::|9209231|::|Rare Kaon Decays in the $1/N_c$-Expansion|::|C. Bruno;J. Prades|::|1992-09-14T16:21:32+00:00|::|http://arxiv.org/abs/hep-ph/9209231v1
149|::|9211256|::|Can $b\to sγ$ Close the Supersymmetric Higgs Production Window?|::|J. L. Hewett|::|1992-11-17T01:30:11+00:00|::|http://arxiv.org/abs/hep-ph/9211256v2
150|::|9211260|::|Implications of $b\rightarrow sγ$ decay measurements in testing the MSSM Higgs sector|::|V. Barger;M. S. Berger;R. J. N. Phillips|::|1992-11-17T16:29:04+00:00|::|http://arxiv.org/abs/hep-ph/9211260v1
151|::|9211333|::|QCD Corrected $1/m_b$ Contributions to $B\bbar$--Mixixng|::|Wolfgang Kilian;Thomas Mannel|::|1992-11-30T15:49:47+00:00|::|http://arxiv.org/abs/hep-ph/9211333v1
152|::|9302244|::|Effective Lagrangian for $b \rightarrow s$ Processes with QCD-Corrections|::|K. Adel;York-Peng Yao|::|1993-02-09T21:04:35+00:00|::|http://arxiv.org/abs/hep-ph/9302244v2
153|::|9303225|::|Rare and Radiative Kaon Decays|::|L. Littenberg;G. Valencia|::|1993-03-04T20:49:01+00:00|::|http://arxiv.org/abs/hep-ph/9303225v1
154|::|9303270|::|$b \to s γ$ Decay and Supersymmetry|::|R. Barbieri;G. F. Giudice|::|1993-03-17T18:23:30+00:00|::|http://arxiv.org/abs/hep-ph/9303270v2
155|::|9304225|::|QCD Predictions for Lepton Spectra in Inclusive Heavy Flavour Decays|::|I. I. Bigi;M. Shifman;N. G. Uraltsev;A. Vainshtein|::|1993-04-06T22:28:11+00:00|::|http://arxiv.org/abs/hep-ph/9304225v1
156|::|9306320|::|Heavy Quark Symmetry|::|Matthias Neubert|::|1993-06-26T22:59:00+00:00|::|http://arxiv.org/abs/hep-ph/9306320v1
157|::|9307247|::|Differential Distributions in Semileptonic Decays of the Heavy Flavors in QCD|::|B. Blok;L. Koyrakh;M. Shifman;A. I. Vainshtein|::|1993-07-12T04:08:02+00:00|::|http://arxiv.org/abs/hep-ph/9307247v2
158|::|9307318|::|A 1993 Look at the Lower Bound on the Top Quark Mass from CP Violation|::|Andrzej J. Buras|::|1993-07-22T13:00:32+00:00|::|http://arxiv.org/abs/hep-ph/9307318v1
159|::|9307364|::|Scheme Independence of the Effective Hamiltonian for $b \rightarrow s \, γ$ and $b \rightarrow s \, g$ Decays|::|M. Ciuchini;E. Franco;G. Martinelli;L. Reina;L. Silvestrini|::|1993-07-29T16:57:00+00:00|::|http://arxiv.org/abs/hep-ph/9307364v2
160|::|9308246|::|Inclusive Semileptonic B and Polarized Lambda_b Decays from QCD|::|Aneesh V. Manohar;Mark B. Wise|::|1993-08-08T19:07:16+00:00|::|http://arxiv.org/abs/hep-ph/9308246v2
161|::|9308262|::|Operator Product Expansion for Inclusive Semileptonic Decays in Heavy Quark Effective Field Theory|::|Thomas Mannel|::|1993-08-11T16:01:52+00:00|::|http://arxiv.org/abs/hep-ph/9308262v2
162|::|9308287|::|Extracting $|V_{bc}|$, $m_c$ and $m_b$ from Inclusive $D$ and $B$ Decays|::|Michael Luke;Martin J. Savage|::|1993-08-17T22:48:44+00:00|::|http://arxiv.org/abs/hep-ph/9308287v2
163|::|9308288|::|Nonperturbative Contributions to the Inclusive Rare Decays $B\to X_sγ$ and $B\to X_s\ell^+\ell^-$|::|Adam F. Falk;Michael Luke;Martin J. Savage|::|1993-08-18T00:53:00+00:00|::|http://arxiv.org/abs/hep-ph/9308288v1
164|::|9308349|::|Exact $α_s$ Calculation of $b\rightarrow s + γ$, \ $b\rightarrow s + g$|::|K. Adel;York-Peng Yao|::|1993-08-27T14:02:20+00:00|::|http://arxiv.org/abs/hep-ph/9308349v1
165|::|9309203|::|An Analytic Formula and an Upper Bound for epsilon'/epsilon in the Standard Model|::|Andrzej J. Buras;Markus E. Lautenbacher|::|1993-09-01T12:20:48+00:00|::|http://arxiv.org/abs/hep-ph/9309203v1
166|::|9309236|::|On The Dimensional Methods in Rare b Decays|::|Mikolaj Misiak|::|1993-09-07T16:40:45+00:00|::|http://arxiv.org/abs/hep-ph/9309236v1
167|::|9310212|::|The Decay $b \to s γ$ In The Mssm Revisited|::|F. M. Borzumati|::|1993-10-04T03:33:19+00:00|::|http://arxiv.org/abs/hep-ph/9310212v1
168|::|9310311|::|Enhancement of the $K_L$ -- $K_S$ Mass Difference by Short Distance QCD Corrections Beyond Leading Logarithms|::|S. Herrlich;U. Nierste|::|1993-10-19T14:30:05+00:00|::|http://arxiv.org/abs/hep-ph/9310311v1
